,cluster,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
10695,2,2,피보험자,무직,1,2.442,0,기본,대학졸업,0,도시근교,기혼,60,0,1,자주방문,설계사독려,인터넷,368000,일반세단,중
10696,3,1,계약자,고용,1,6.3492,0,기본,대학졸업,101163000,도심,미혼,80,0,4이상,비방문,할인,대리점,316000,일반세단,소
10697,5,3,계약자,고용,1,10.6227,0,중급,박사,64141000,시골,기혼,80,0,2,비방문,없음,대리점,157000,일반세단,중
10698,1,4,피보험자,고용,0,11.1999,0,중급,고졸이하,38510000,도심,기혼,140,0,4이상,자주방문,포인트,대리점,587000,SUV,중
10699,3,1,계약자,고용,1,6.0384,0,기본,고졸이하,109827000,도시근교,기혼,70,0,4이상,비방문,할인,대리점,569000,컴팩트카,중
10700,3,1,계약자,고용,0,2.8638,1,기본,대학졸업,92208000,도심,기혼,60,0,1,비방문,설계사독려,대리점,249000,일반세단,중
10701,6,2,계약자,고용,1,56.1327,0,중급,석사,98637000,도심,기혼,290,0,2,비방문,설계사독려,자사영업,931000,고급차,소
10702,1,3,피보험자,고용,0,3.8628,0,중급,고졸이하,61692000,시골,미혼,90,0,1,자주방문,포인트,자사영업,90000,일반세단,중
10703,3,2,계약자,고용,1,6.1716,1,기본,대학졸업,88944000,도시근교,미혼,70,0,4이상,비방문,설계사독려,콜센터,582000,일반세단,소
10704,2,3,계약자,무직,0,4.6287,0,기본,대학졸업,0,도시근교,미혼,130,0,1,비방문,할인,대리점,1040000,SUV,중
10705,2,3,계약자,무직,0,3.219,0,중급,고졸이하,0,도시근교,미혼,80,0,1,비방문,할인,자사영업,685000,일반세단,중
10706,3,2,피보험자,고용,0,8.9244,0,기본,대학졸업,82736000,도심,기혼,70,0,2,자주방문,설계사독려,콜센터,312000,컴팩트카,중
10707,1,3,계약자,고용,0,8.5692,0,중급,대학졸업,44915000,시골,미혼,110,0,3,비방문,할인,자사영업,81000,일반세단,중
10708,2,3,피보험자,무직,0,2.5197,0,기본,고졸이하,0,도시근교,미혼,70,0,1,자주방문,없음,콜센터,768000,일반세단,중
10709,6,5,계약자,고용,1,9.6126,1,기본,대학졸업,75063000,도심,기혼,120,0,4이상,비방문,설계사독려,대리점,494000,스포츠카,중
10710,4,1,계약자,고용,0,12.4986,0,중급,고졸이하,106115000,도심,미혼,100,0,2,비방문,설계사독려,자사영업,341000,일반세단,대
10711,2,3,계약자,무직,1,18.2151,0,기본,대학졸업,0,도시근교,기혼,120,0,2,종종,할인,인터넷,843000,SUV,중
10712,1,4,계약자,고용,0,22.2222,0,기본,대학졸업,79192000,도시근교,기혼,60,0,2,비방문,할인,대리점,368000,일반세단,중
10713,2,2,계약자,무직,0,5.217,0,기본,대학졸업,0,도시근교,미혼,70,0,4이상,비방문,할인,대리점,397000,컴팩트카,중
10714,0,4,피보험자,고용,1,9.99,0,고급,고졸이하,73753000,시골,기혼,120,0,3,자주방문,설계사독려,콜센터,259000,컴팩트카,중
10715,2,3,피보험자,무직,1,27.7833,0,기본,대학졸업,0,도시근교,미혼,120,1,2,자주방문,할인,자사영업,652000,SUV,중
10716,5,3,계약자,고용,1,3.441,0,중급,박사,38263000,시골,기혼,80,0,1,비방문,설계사독려,대리점,157000,일반세단,중
10717,1,3,피보험자,고용,0,2.8749,0,기본,고졸이하,33481000,도시근교,기혼,70,0,1,자주방문,포인트,자사영업,385000,일반세단,중
10718,2,3,계약자,무직,1,5.5278,0,중급,대학졸업,0,도시근교,미혼,90,3,4이상,비방문,할인,대리점,909000,일반세단,소
10719,5,3,피보험자,무직,0,6.9597,1,중급,박사,0,도시근교,기혼,90,1,4이상,자주방문,할인,대리점,594000,일반세단,중
10720,3,1,계약자,고용,0,8.0253,0,중급,고졸이하,113621000,도시근교,미혼,100,0,4이상,비방문,설계사독려,대리점,534000,일반세단,소
10721,1,3,계약자,고용,1,5.9496,0,기본,대학졸업,47592000,시골,기혼,70,0,4이상,비방문,할인,자사영업,78000,일반세단,중
10722,4,5,계약자,고용,0,12.3543,0,중급,대학졸업,51587000,도시근교,기혼,100,0,2,비방문,할인,콜센터,805000,일반세단,대
10723,1,4,계약자,고용,0,2.8971,0,기본,대학졸업,65777000,도시근교,미혼,70,0,1,비방문,포인트,인터넷,484000,일반세단,중
10724,2,3,피보험자,무직,1,8.2695,0,기본,대학졸업,0,도시근교,기혼,70,0,2,자주방문,할인,자사영업,605000,컴팩트카,중
10725,3,2,계약자,고용,0,7.0485,0,중급,고졸이하,96841000,도심,기혼,80,0,4이상,비방문,설계사독려,대리점,341000,일반세단,중
10726,6,3,피보험자,무직,0,16.1949,0,기본,고졸이하,0,도시근교,기혼,220,0,4이상,자주방문,할인,대리점,1150000,고급차,중
10727,3,1,피보험자,고용,1,19.1919,0,중급,대학졸업,96170000,시골,기혼,90,0,2,자주방문,설계사독려,인터넷,141000,일반세단,중
10728,2,2,계약자,휴직,0,4.7175,1,기본,고졸이하,14305000,도시근교,미혼,60,2,3,비방문,할인,인터넷,362000,컴팩트카,소
10729,4,5,계약자,고용,0,10.6782,0,중급,고졸이하,65940000,도시근교,기혼,140,0,3,비방문,설계사독려,대리점,717000,SUV,대
10730,2,2,계약자,무직,1,15.8286,0,중급,대학졸업,0,시골,기혼,110,0,2,비방문,없음,자사영업,252000,컴팩트카,중
10731,2,3,피보험자,무직,1,8.6136,0,기본,대학졸업,0,도시근교,미혼,80,0,2,자주방문,할인,대리점,658000,컴팩트카,소
10732,1,3,피보험자,고용,1,6.5268,0,기본,대학졸업,55779000,시골,기혼,80,0,4이상,자주방문,설계사독려,자사영업,203000,일반세단,중
10733,1,3,계약자,고용,0,5.4945,0,기본,대학졸업,55565000,시골,미혼,70,3,4이상,비방문,포인트,인터넷,8000,일반세단,중
10734,2,3,계약자,무직,0,2.9526,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,콜센터,433000,일반세단,중
10735,2,4,계약자,휴직,0,2.6307,0,기본,고졸이하,30703000,도시근교,기혼,60,0,1,비방문,없음,대리점,542000,일반세단,소
10736,0,4,계약자,고용,0,17.3271,0,고급,대학졸업,33064000,도시근교,기혼,230,0,4이상,비방문,할인,콜센터,1688000,SUV,중
10737,3,1,계약자,고용,1,8.658,0,중급,고졸이하,101444000,시골,미혼,100,0,4이상,비방문,없음,대리점,173000,컴팩트카,중
10738,1,3,계약자,고용,0,11.4885,0,중급,고졸이하,67182000,시골,기혼,90,0,2,비방문,포인트,대리점,72000,일반세단,중
10739,2,4,계약자,휴직,1,5.5056,0,기본,고졸이하,26002000,도시근교,기혼,70,0,4이상,비방문,할인,인터넷,578000,일반세단,소
10740,2,2,피보험자,휴직,1,7.881,0,기본,대학졸업,19373000,도시근교,기혼,70,2,2,자주방문,할인,인터넷,385000,일반세단,소
10741,4,3,계약자,고용,1,27.1284,0,기본,대학졸업,43575000,시골,기혼,70,0,2,비방문,없음,콜센터,21000,일반세단,대
10742,2,3,계약자,휴직,0,14.9517,1,기본,고졸이하,13738000,도시근교,기혼,130,0,2,비방문,설계사독려,대리점,705000,SUV,소
10743,1,4,피보험자,고용,0,2.886,0,기본,대학졸업,75186000,시골,기혼,70,1,1,자주방문,포인트,자사영업,60000,일반세단,중
10744,4,3,계약자,FALSE,0,3.2079,1,중급,고졸이하,12392000,도시근교,기혼,80,0,1,비방문,설계사독려,대리점,601000,일반세단,대
10745,4,4,계약자,고용,1,2.8527,0,기본,고졸이하,81449000,도심,기혼,70,1,1,비방문,설계사독려,대리점,212000,일반세단,대
10746,5,1,계약자,고용,0,6.9375,0,중급,석사,111632000,시골,기혼,80,0,4이상,비방문,설계사독려,콜센터,53000,컴팩트카,소
10747,1,3,계약자,고용,0,5.7387,0,기본,대학졸업,66442000,시골,기혼,60,0,4이상,비방문,설계사독려,자사영업,17000,일반세단,중
10748,0,4,계약자,고용,0,10.2786,0,고급,대학졸업,28092000,도시근교,기혼,130,0,3,비방문,설계사독려,인터넷,688000,일반세단,중
10749,1,4,계약자,고용,0,5.3613,1,기본,대학졸업,46521000,도시근교,미혼,60,4,4이상,비방문,설계사독려,콜센터,391000,일반세단,중
10750,2,2,계약자,무직,0,2.6196,0,기본,대학졸업,0,시골,기혼,60,1,1,비방문,할인,대리점,180000,일반세단,중
10751,1,4,피보험자,고용,1,2.9637,1,기본,대학졸업,67706000,도시근교,미혼,70,0,1,자주방문,설계사독려,콜센터,409000,일반세단,소
10752,6,4,계약자,고용,1,17.9376,0,중급,대학졸업,35562000,도시근교,기혼,150,0,2,비방문,할인,콜센터,812000,스포츠카,중
10753,4,4,계약자,휴직,0,29.082,1,기본,고졸이하,22225000,도시근교,기혼,120,0,2,비방문,할인,자사영업,670000,SUV,대
10754,3,1,피보험자,고용,0,2.9526,0,기본,고졸이하,99605000,도시근교,기혼,60,1,1,자주방문,포인트,대리점,519000,일반세단,소
10755,5,2,계약자,고용,0,16.8276,0,중급,석사,85761000,도심,미혼,100,0,2,비방문,설계사독려,콜센터,328000,일반세단,소
10756,1,4,피보험자,고용,1,24.7863,1,중급,대학졸업,58977000,도시근교,미혼,110,0,2,자주방문,설계사독려,자사영업,598000,일반세단,중
10757,2,3,계약자,FALSE,0,5.55,0,기본,대학졸업,12963000,도시근교,미혼,70,0,4이상,비방문,할인,대리점,862000,컴팩트카,소
10758,2,3,계약자,무직,0,17.8821,0,기본,고졸이하,0,도시근교,기혼,80,0,2,비방문,포인트,콜센터,433000,일반세단,소
10759,2,2,계약자,휴직,1,5.5056,0,기본,고졸이하,12250000,도시근교,기혼,60,0,4이상,비방문,없음,자사영업,385000,컴팩트카,소
10760,3,2,계약자,고용,1,3.1857,0,기본,고졸이하,98255000,도시근교,기혼,80,1,1,비방문,설계사독려,자사영업,640000,컴팩트카,소
10761,1,5,계약자,고용,0,9.6792,0,기본,대학졸업,71817000,도시근교,기혼,80,0,2,비방문,없음,대리점,433000,컴팩트카,소
10762,2,3,계약자,무직,0,24.9195,0,중급,대학졸업,0,도시근교,미혼,80,0,2,종종,할인,대리점,694000,일반세단,중
10763,3,1,계약자,고용,0,7.6146,0,중급,대학졸업,116363000,도시근교,기혼,90,0,3,비방문,할인,자사영업,504000,컴팩트카,소
10764,2,4,계약자,휴직,0,5.5278,0,중급,대학졸업,25398000,도시근교,기혼,140,0,1,비방문,포인트,콜센터,838000,SUV,중
10765,4,2,계약자,휴직,1,2.5641,0,기본,고졸이하,19399000,시골,기혼,60,1,1,비방문,없음,인터넷,40000,일반세단,대
10766,3,2,계약자,고용,1,6.1716,1,기본,대학졸업,88944000,도시근교,미혼,70,0,4이상,비방문,설계사독려,콜센터,582000,일반세단,소
10767,3,1,계약자,고용,1,29.7036,0,기본,고졸이하,101157000,시골,미혼,70,0,2,비방문,설계사독려,콜센터,16000,컴팩트카,중
10768,2,3,계약자,무직,1,2.7417,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,자사영업,622000,컴팩트카,소
10769,2,3,계약자,무직,0,19.7136,0,기본,고졸이하,0,도시근교,미혼,60,0,2,비방문,설계사독려,인터넷,817000,일반세단,소
10770,6,5,계약자,고용,1,16.2393,0,기본,대학졸업,76832000,도심,미혼,220,0,4이상,비방문,할인,대리점,945000,고급차,중
10771,2,3,계약자,무직,1,6.438,0,중급,대학졸업,0,도시근교,미혼,90,0,4이상,비방문,할인,자사영업,738000,일반세단,중
10772,1,4,계약자,고용,0,5.7831,0,중급,고졸이하,45592000,도심,기혼,150,0,1,종종,할인,자사영업,633000,SUV,중
10773,1,3,계약자,고용,0,3.1191,0,기본,고졸이하,36896000,도시근교,기혼,70,0,1,비방문,할인,대리점,415000,일반세단,중
10774,1,3,피보험자,고용,0,6.0162,0,기본,대학졸업,65971000,도심,미혼,70,0,4이상,자주방문,할인,콜센터,218000,컴팩트카,소
10775,3,1,계약자,고용,1,18.6258,0,중급,대학졸업,106987000,시골,기혼,150,0,2,비방문,포인트,대리점,61000,SUV,중
10776,2,3,계약자,FALSE,0,8.8578,0,기본,대학졸업,18783000,도시근교,미혼,130,1,3,비방문,할인,인터넷,811000,SUV,중
10777,1,4,계약자,고용,0,5.6721,1,기본,대학졸업,42811000,도심,기혼,70,1,3,비방문,설계사독려,대리점,356000,일반세단,중
10778,1,4,피보험자,고용,1,2.9859,0,기본,고졸이하,58077000,도시근교,기혼,70,0,1,자주방문,없음,대리점,581000,일반세단,소
10779,2,2,계약자,휴직,0,4.7175,1,기본,고졸이하,14305000,도시근교,미혼,60,2,3,비방문,할인,인터넷,362000,컴팩트카,소
10780,2,3,계약자,휴직,0,5.1504,0,중급,대학졸업,14734000,도시근교,미혼,140,0,1,비방문,할인,콜센터,741000,SUV,중
10781,2,2,계약자,무직,1,6.9042,0,중급,고졸이하,0,시골,기혼,90,0,4이상,비방문,포인트,대리점,49000,일반세단,중
10782,5,1,계약자,고용,0,12.6207,0,중급,석사,105521000,시골,기혼,100,3,2,비방문,포인트,대리점,279000,일반세단,중
10783,1,4,계약자,고용,1,12.0546,0,중급,대학졸업,77803000,시골,미혼,150,0,4이상,비방문,없음,대리점,51000,SUV,중
10784,5,3,계약자,무직,1,9.5127,0,기본,박사,0,도시근교,기혼,130,0,4이상,비방문,없음,대리점,1182000,SUV,소
10785,1,5,계약자,고용,1,17.8377,0,중급,대학졸업,72985000,도심,기혼,150,0,2,비방문,포인트,자사영업,706000,SUV,중
10786,2,3,계약자,무직,0,2.6751,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,설계사독려,대리점,596000,컴팩트카,중
10787,1,5,피보험자,고용,1,15.6066,0,기본,대학졸업,43575000,도시근교,미혼,130,0,2,자주방문,포인트,인터넷,1479000,SUV,중
10788,6,3,계약자,무직,1,5.4057,0,중급,고졸이하,0,도시근교,미혼,150,0,1,비방문,없음,콜센터,800000,스포츠카,중
10789,6,3,피보험자,무직,0,10.0233,1,중급,석사,0,도시근교,미혼,140,0,4이상,자주방문,할인,자사영업,803000,스포츠카,중
10790,1,3,피보험자,고용,1,3.3189,0,중급,고졸이하,27972000,도시근교,기혼,80,2,1,자주방문,할인,자사영업,456000,일반세단,중
10791,1,4,계약자,고용,0,6.4935,0,기본,고졸이하,60470000,도심,기혼,70,0,4이상,비방문,없음,콜센터,368000,일반세단,중
10792,1,4,계약자,고용,0,2.8749,0,기본,고졸이하,59694000,도시근교,기혼,70,0,1,비방문,설계사독려,대리점,385000,컴팩트카,중
10793,2,3,계약자,휴직,1,7.2816,0,기본,고졸이하,23443000,도시근교,미혼,60,0,2,비방문,할인,자사영업,362000,컴팩트카,중
10794,2,4,계약자,휴직,1,9.0021,0,기본,대학졸업,25013000,도시근교,기혼,120,0,4이상,비방문,할인,대리점,652000,SUV,중
10795,1,3,피보험자,고용,1,8.0253,0,기본,고졸이하,56024000,시골,기혼,60,0,2,자주방문,설계사독려,자사영업,38000,일반세단,중
10796,6,4,계약자,휴직,0,15.096,0,기본,고졸이하,27369000,도시근교,미혼,210,0,3,비방문,할인,대리점,1091000,고급차,중
10797,3,1,계약자,고용,0,5.6499,0,기본,대학졸업,110333000,도심,기혼,60,0,3,비방문,포인트,콜센터,206000,컴팩트카,중
10798,1,3,계약자,고용,1,6.7155,1,중급,대학졸업,24510000,도시근교,기혼,80,1,4이상,비방문,할인,자사영업,451000,일반세단,중
10799,6,2,계약자,고용,0,7.9587,0,기본,고졸이하,88729000,도심,기혼,210,3,1,비방문,할인,자사영업,683000,고급차,중
10800,1,4,계약자,고용,0,3.8184,0,중급,대학졸업,67187000,도심,기혼,90,0,1,비방문,할인,콜센터,401000,일반세단,중
10801,4,4,계약자,고용,0,6.0162,0,기본,고졸이하,51738000,도시근교,기혼,70,0,4이상,비방문,포인트,대리점,403000,일반세단,대
10802,1,4,계약자,고용,0,8.6802,0,기본,대학졸업,77561000,도심,기혼,70,0,2,비방문,설계사독려,콜센터,247000,일반세단,중
10803,3,1,계약자,고용,1,8.8023,0,기본,대학졸업,91315000,도심,미혼,70,0,2,비방문,할인,대리점,248000,일반세단,중
10804,4,3,계약자,무직,1,10.3452,0,기본,대학졸업,0,도시근교,미혼,60,0,2,비방문,포인트,대리점,707000,일반세단,대
10805,2,3,계약자,휴직,0,3.0858,0,기본,대학졸업,34911000,시골,기혼,80,0,1,비방문,할인,대리점,189000,컴팩트카,중
10806,4,1,계약자,고용,0,6.4269,0,기본,대학졸업,105007000,도시근교,기혼,70,0,4이상,비방문,설계사독려,인터넷,427000,일반세단,대
10807,1,4,계약자,고용,0,3.996,0,중급,대학졸업,36885000,도시근교,기혼,90,1,1,비방문,할인,대리점,539000,일반세단,소
10808,2,3,계약자,무직,1,16.3281,0,중급,고졸이하,0,도시근교,미혼,90,0,2,비방문,할인,자사영업,1083000,일반세단,중
10809,6,5,계약자,고용,1,49.4172,0,고급,고졸이하,59195000,도시근교,미혼,160,0,2,비방문,포인트,콜센터,1013000,스포츠카,중
10810,1,4,계약자,고용,0,3.4077,0,중급,고졸이하,57114000,도심,기혼,80,1,1,비방문,설계사독려,대리점,343000,일반세단,중
10811,3,1,피보험자,고용,1,9.4017,0,기본,대학졸업,84869000,시골,기혼,120,0,3,자주방문,없음,콜센터,61000,SUV,소
10812,2,3,피보험자,무직,0,8.0031,0,기본,대학졸업,0,도시근교,미혼,60,0,2,자주방문,할인,인터넷,625000,일반세단,소
10813,5,3,계약자,고용,0,12.3765,0,중급,박사,37744000,도심,기혼,100,0,2,비방문,할인,자사영업,472000,일반세단,중
10814,1,4,계약자,고용,0,11.2887,0,중급,고졸이하,42665000,도심,기혼,140,0,3,비방문,포인트,콜센터,499000,SUV,소
10815,1,4,계약자,고용,0,6.3159,0,기본,대학졸업,53876000,도시근교,미혼,80,0,3,비방문,할인,대리점,427000,컴팩트카,중
10816,1,3,피보험자,고용,0,5.8497,0,기본,고졸이하,29349000,도시근교,미혼,70,0,4이상,자주방문,할인,자사영업,397000,컴팩트카,중
10817,2,3,계약자,무직,1,15.318,0,중급,대학졸업,0,도시근교,기혼,150,0,2,비방문,할인,대리점,753000,SUV,소
10818,2,3,계약자,무직,0,4.6287,0,기본,대학졸업,0,도시근교,미혼,70,3,4이상,비방문,할인,대리점,536000,일반세단,중
10819,2,3,계약자,무직,1,4.7064,0,기본,고졸이하,0,도시근교,미혼,60,0,4이상,비방문,포인트,콜센터,542000,일반세단,중
10820,3,1,계약자,고용,0,6.3714,0,기본,대학졸업,116465000,도시근교,기혼,80,0,4이상,비방문,설계사독려,대리점,461000,컴팩트카,중
10821,3,1,피보험자,고용,1,2.9748,0,기본,대학졸업,101484000,도심,미혼,70,0,1,자주방문,설계사독려,자사영업,360000,일반세단,중
10822,2,3,계약자,무직,0,13.1313,0,기본,대학졸업,0,도시근교,미혼,120,0,2,비방문,설계사독려,콜센터,1258000,SUV,중
10823,0,3,피보험자,무직,0,13.2201,0,고급,고졸이하,0,도시근교,미혼,130,0,2,자주방문,할인,자사영업,1038000,일반세단,중
10824,0,2,계약자,휴직,0,4.6731,0,고급,대학졸업,12134000,시골,기혼,120,0,1,비방문,할인,인터넷,270000,일반세단,중
10825,6,4,계약자,고용,0,6.1605,0,중급,대학졸업,39963000,도시근교,기혼,150,0,1,비방문,할인,자사영업,818000,스포츠카,중
10826,3,1,계약자,고용,0,29.4594,0,기본,대학졸업,113118000,도시근교,기혼,80,0,2,비방문,설계사독려,콜센터,433000,일반세단,소
10827,5,3,계약자,고용,1,7.2261,0,중급,석사,51195000,시골,기혼,90,3,3,비방문,설계사독려,대리점,78000,컴팩트카,중
10828,5,2,계약자,휴직,1,5.2503,0,기본,박사,20729000,도심,기혼,60,0,3,비방문,설계사독려,콜센터,217000,일반세단,중
10829,3,1,계약자,고용,1,3.2301,0,기본,대학졸업,89181000,도심,기혼,80,0,1,비방문,설계사독려,콜센터,233000,일반세단,소
10830,3,1,계약자,고용,1,5.3502,0,기본,대학졸업,103053000,시골,미혼,60,0,3,비방문,없음,자사영업,145000,일반세단,중
10831,2,3,계약자,FALSE,0,2.4975,1,기본,대학졸업,29934000,도시근교,미혼,60,1,1,비방문,할인,자사영업,430000,일반세단,중
10832,1,4,계약자,고용,1,5.8053,0,기본,대학졸업,49986000,도시근교,기혼,70,0,4이상,비방문,설계사독려,콜센터,391000,일반세단,중
10833,3,2,피보험자,고용,1,2.8416,0,기본,대학졸업,86765000,도시근교,기혼,60,0,1,자주방문,설계사독려,자사영업,560000,컴팩트카,소
10834,1,4,계약자,고용,1,6.5157,0,중급,대학졸업,40818000,도시근교,미혼,80,0,4이상,비방문,설계사독려,대리점,451000,일반세단,소
10835,5,1,피보험자,고용,0,4.0848,0,중급,석사,93674000,시골,기혼,100,3,1,자주방문,없음,자사영업,24000,컴팩트카,중
10836,5,2,계약자,고용,0,6.5712,0,기본,박사,93157000,도시근교,기혼,80,0,3,비방문,포인트,콜센터,433000,컴팩트카,소
10837,6,3,계약자,무직,1,17.9265,0,기본,대학졸업,0,도시근교,미혼,120,0,2,비방문,할인,대리점,1053000,스포츠카,대
10838,3,1,피보험자,고용,1,5.5278,1,기본,대학졸업,103713000,시골,기혼,60,0,4이상,자주방문,설계사독려,콜센터,100000,일반세단,중
10839,2,3,계약자,무직,1,7.3704,0,중급,고졸이하,0,도시근교,기혼,100,2,3,비방문,포인트,콜센터,818000,일반세단,중
10840,1,5,계약자,고용,0,6.6378,1,중급,고졸이하,69330000,도시근교,미혼,80,0,3,비방문,설계사독려,대리점,676000,일반세단,중
10841,2,2,피보험자,무직,0,8.5914,0,기본,대학졸업,0,시골,기혼,120,3,4이상,자주방문,설계사독려,대리점,98000,SUV,중
10842,1,4,계약자,고용,1,6.2604,0,기본,대학졸업,39821000,도시근교,미혼,80,0,4이상,비방문,포인트,인터넷,584000,컴팩트카,중
10843,2,3,계약자,무직,1,7.7034,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,자사영업,605000,일반세단,중
10844,6,5,계약자,고용,0,8.1807,0,기본,대학졸업,54002000,도시근교,기혼,210,0,1,비방문,설계사독려,자사영업,2556000,고급차,대
10845,0,4,계약자,고용,1,15.5178,0,고급,고졸이하,40398000,도시근교,기혼,130,0,2,비방문,할인,대리점,941000,일반세단,중
10846,1,3,계약자,고용,1,2.664,0,기본,대학졸업,46217000,도심,미혼,60,0,1,비방문,할인,자사영업,236000,일반세단,중
10847,2,3,계약자,무직,1,2.6529,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,인터넷,596000,일반세단,중
10848,1,5,계약자,고용,0,5.4168,0,중급,대학졸업,48273000,도심,기혼,140,0,1,비방문,설계사독려,콜센터,712000,SUV,중
10849,2,2,계약자,무직,0,22.755,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,자사영업,379000,일반세단,중
10850,4,3,계약자,고용,1,2.7639,1,기본,박사,44019000,시골,미혼,70,0,1,비방문,할인,대리점,83000,일반세단,대
10851,6,3,피보험자,고용,0,8.1807,0,기본,대학졸업,89328000,도심,미혼,210,0,1,자주방문,포인트,대리점,1107000,고급차,소
10852,0,1,계약자,고용,0,14.0193,0,고급,대학졸업,95440000,시골,기혼,120,0,2,비방문,할인,대리점,142000,일반세단,중
10853,1,3,계약자,고용,1,5.8386,0,기본,대학졸업,46225000,도심,미혼,70,0,4이상,비방문,할인,대리점,253000,컴팩트카,중
10854,1,3,계약자,고용,0,5.439,0,기본,대학졸업,65487000,도심,기혼,60,0,4이상,비방문,할인,자사영업,225000,일반세단,중
10855,6,3,계약자,무직,0,4.4733,0,기본,대학졸업,0,도시근교,미혼,120,0,1,종종,포인트,자사영업,996000,스포츠카,중
10856,6,3,계약자,FALSE,0,11.2998,1,고급,대학졸업,17172000,도시근교,기혼,320,0,1,비방문,할인,대리점,1606000,고급차,중
10857,2,3,계약자,무직,1,19.425,1,기본,대학졸업,0,도시근교,미혼,80,0,2,비방문,할인,대리점,433000,컴팩트카,중
10858,1,3,계약자,고용,1,11.7327,0,중급,대학졸업,55009000,시골,기혼,100,0,2,비방문,할인,대리점,118000,일반세단,중
10859,3,1,계약자,고용,1,8.7024,0,중급,대학졸업,113276000,시골,기혼,100,0,3,비방문,설계사독려,자사영업,139000,일반세단,중
10860,0,3,계약자,휴직,0,8.8134,0,고급,고졸이하,14638000,도시근교,미혼,120,0,4이상,비방문,설계사독려,인터넷,731000,일반세단,중
10861,3,1,계약자,고용,1,18.87,0,중급,대학졸업,116887000,시골,기혼,90,0,2,비방문,할인,대리점,44000,일반세단,중
10862,2,3,계약자,휴직,0,2.886,0,기본,대학졸업,34843000,도시근교,기혼,60,0,1,비방문,설계사독려,자사영업,397000,일반세단,중
10863,6,4,계약자,휴직,0,4.5621,0,기본,고졸이하,30079000,도시근교,기혼,120,4,1,비방문,설계사독려,자사영업,670000,스포츠카,중
10864,2,3,계약자,휴직,0,5.7831,0,기본,대학졸업,15157000,도시근교,미혼,70,0,3,비방문,할인,콜센터,415000,일반세단,소
10865,2,3,계약자,무직,0,2.5419,0,기본,대학졸업,0,도시근교,미혼,60,0,1,비방문,할인,자사영업,569000,컴팩트카,중
10866,1,4,계약자,고용,1,4.3623,1,기본,고졸이하,31156000,도시근교,미혼,110,0,1,비방문,설계사독려,인터넷,834000,SUV,중
10867,2,3,피보험자,무직,0,10.2453,0,중급,대학졸업,0,도시근교,미혼,150,0,4이상,자주방문,할인,자사영업,794000,SUV,중
10868,2,4,계약자,FALSE,1,5.1615,1,기본,대학졸업,33906000,도시근교,미혼,70,0,3,비방문,할인,대리점,578000,컴팩트카,중
10869,4,3,계약자,휴직,1,4.3845,1,기본,대학졸업,22081000,도시근교,기혼,110,0,1,비방문,할인,자사영업,661000,스포츠카,대
10870,4,4,계약자,고용,0,7.7145,0,중급,고졸이하,51939000,도심,기혼,90,0,4이상,종종,할인,자사영업,492000,일반세단,대
10871,2,3,계약자,무직,1,3.1968,0,중급,대학졸업,0,도시근교,미혼,80,0,1,비방문,포인트,자사영업,1049000,일반세단,중
10872,5,3,계약자,무직,0,6.9597,1,중급,박사,0,도시근교,기혼,90,1,4이상,비방문,할인,대리점,594000,일반세단,중
10873,1,4,계약자,고용,1,3.4965,0,중급,고졸이하,62587000,도시근교,기혼,80,0,1,비방문,없음,자사영업,468000,일반세단,소
10874,1,4,계약자,고용,1,2.9859,0,기본,고졸이하,60949000,도시근교,미혼,70,0,1,비방문,설계사독려,콜센터,487000,일반세단,중
10875,2,3,계약자,무직,0,5.2725,0,중급,대학졸업,0,도시근교,기혼,140,0,1,비방문,포인트,콜센터,729000,SUV,중
10876,2,3,피보험자,무직,0,9.2796,0,기본,고졸이하,0,도시근교,기혼,120,0,4이상,자주방문,할인,자사영업,652000,SUV,소
10877,1,4,계약자,고용,1,3.8295,0,중급,고졸이하,47164000,도심,기혼,90,0,1,비방문,없음,대리점,478000,일반세단,중
10878,2,3,계약자,무직,0,3.2634,0,중급,대학졸업,0,도시근교,미혼,90,0,1,비방문,할인,인터넷,729000,일반세단,중
10879,1,5,계약자,고용,1,3.0747,0,기본,고졸이하,82272000,도시근교,기혼,70,1,1,비방문,설계사독려,콜센터,415000,일반세단,중
10880,1,4,계약자,고용,1,4.3956,0,중급,고졸이하,45780000,도시근교,미혼,110,0,1,비방문,할인,대리점,587000,컴팩트카,중
10881,1,4,계약자,고용,1,8.9466,0,기본,대학졸업,50620000,도시근교,기혼,110,0,4이상,비방문,없음,자사영업,599000,SUV,중
10882,2,4,계약자,FALSE,0,8.6691,1,기본,대학졸업,25323000,도시근교,미혼,110,1,3,비방문,할인,대리점,628000,SUV,소
